h,m,s,voltage
10.0000,37.0000,47.8470,2.9953
10.0000,37.0000,50.2810,2.9936
10.0000,37.0000,52.7130,2.9919
10.0000,37.0000,55.1620,2.9901
10.0000,37.0000,57.6150,2.9884
10.0000,38.0000,0.0590,2.9865
10.0000,38.0000,2.4910,2.9847
10.0000,38.0000,4.9310,2.9828
10.0000,38.0000,7.3790,2.9808
10.0000,38.0000,9.8170,2.9788
10.0000,38.0000,12.2640,2.9767
10.0000,38.0000,14.7090,2.9746
10.0000,38.0000,17.1500,2.9724
10.0000,38.0000,19.5990,2.9702
10.0000,38.0000,22.0390,2.9679
10.0000,38.0000,24.4820,2.9655
10.0000,38.0000,26.9240,2.9631
10.0000,38.0000,29.3560,2.9606
10.0000,38.0000,31.7900,2.9581
10.0000,38.0000,34.2340,2.9555
10.0000,38.0000,36.6750,2.9528
10.0000,38.0000,39.1220,2.9500
10.0000,38.0000,41.5500,2.9472
10.0000,38.0000,43.9810,2.9443
10.0000,38.0000,46.4170,2.9414
10.0000,38.0000,48.8640,2.9383
10.0000,38.0000,51.3090,2.9352
10.0000,38.0000,53.7450,2.9320
10.0000,38.0000,56.1870,2.9287
10.0000,38.0000,58.6270,2.9253
10.0000,39.0000,1.0650,2.9219
10.0000,39.0000,3.4990,2.9184
10.0000,39.0000,5.9470,2.9148
10.0000,39.0000,8.3840,2.9111
10.0000,39.0000,10.8210,2.9074
10.0000,39.0000,13.2590,2.9036
10.0000,39.0000,15.6950,2.8997
10.0000,39.0000,18.1190,2.8958
10.0000,39.0000,20.5570,2.8918
10.0000,39.0000,22.9880,2.8877
10.0000,39.0000,25.4260,2.8835
10.0000,39.0000,27.8570,2.8793
10.0000,39.0000,30.3110,2.8749
10.0000,39.0000,32.7510,2.8705
10.0000,39.0000,35.1790,2.8661
10.0000,39.0000,37.6220,2.8616
10.0000,39.0000,40.0600,2.8570
10.0000,39.0000,42.4910,2.8523
10.0000,39.0000,44.9310,2.8475
10.0000,39.0000,47.3780,2.8427
10.0000,39.0000,49.8280,2.8378
10.0000,39.0000,52.2660,2.8328
10.0000,39.0000,54.7030,2.8278
10.0000,39.0000,57.1420,2.8226
10.0000,39.0000,59.5750,2.8174
10.0000,40.0000,2.0170,2.8121
10.0000,40.0000,4.4580,2.8067
10.0000,40.0000,6.9100,2.8012
10.0000,40.0000,9.3540,2.7956
10.0000,40.0000,11.7910,2.7900
10.0000,40.0000,14.2180,2.7842
10.0000,40.0000,16.6460,2.7784
10.0000,40.0000,19.1070,2.7724
10.0000,40.0000,21.5590,2.7663
10.0000,40.0000,23.9960,2.7602
10.0000,40.0000,26.4290,2.7539
10.0000,40.0000,28.8700,2.7476
10.0000,40.0000,31.3200,2.7410
10.0000,40.0000,33.7650,2.7344
10.0000,40.0000,36.2040,2.7277
10.0000,40.0000,38.6550,2.7208
10.0000,40.0000,41.0960,2.7138
10.0000,40.0000,43.5390,2.7067
10.0000,40.0000,45.9720,2.6994
10.0000,40.0000,48.4100,2.6920
10.0000,40.0000,50.8720,2.6843
10.0000,40.0000,53.3080,2.6766
10.0000,40.0000,55.7520,2.6687
10.0000,40.0000,58.1940,2.6606
10.0000,41.0000,0.6320,2.6523
10.0000,41.0000,3.0820,2.6438
10.0000,41.0000,5.5180,2.6351
10.0000,41.0000,7.9560,2.6262
10.0000,41.0000,10.4040,2.6170
10.0000,41.0000,12.8360,2.6076
10.0000,41.0000,15.2810,2.5979
10.0000,41.0000,17.7240,2.5879
10.0000,41.0000,20.1560,2.5777
10.0000,41.0000,22.5900,2.5671
10.0000,41.0000,25.0350,2.5639
10.0000,41.0000,27.4750,2.5606
10.0000,41.0000,29.9200,2.5577
10.0000,41.0000,32.3480,2.5550
10.0000,41.0000,34.7890,2.5521
10.0000,41.0000,37.2230,2.5498
10.0000,41.0000,39.6590,2.5476
10.0000,41.0000,42.0980,2.5455
10.0000,41.0000,44.5470,2.5435
10.0000,41.0000,46.9940,2.5415
10.0000,41.0000,49.4310,2.5396
10.0000,41.0000,51.8740,2.5378
10.0000,41.0000,54.3070,2.5362
10.0000,41.0000,56.7490,2.5346
10.0000,41.0000,59.1860,2.5329
10.0000,42.0000,1.6290,2.5314
10.0000,42.0000,4.0690,2.5298
10.0000,42.0000,6.5010,2.5285
10.0000,42.0000,8.9410,2.5271
10.0000,42.0000,11.3790,2.5257
10.0000,42.0000,13.8210,2.5244
10.0000,42.0000,16.2580,2.5230
10.0000,42.0000,18.6970,2.5218
10.0000,42.0000,21.1360,2.5205
10.0000,42.0000,23.5720,2.5192
10.0000,42.0000,26.0250,2.5180
10.0000,42.0000,28.4590,2.5169
10.0000,42.0000,30.8910,2.5157
10.0000,42.0000,33.3300,2.5147
10.0000,42.0000,35.7640,2.5135
10.0000,42.0000,38.2060,2.5126
10.0000,42.0000,40.6530,2.5114
10.0000,42.0000,43.1010,2.5104
10.0000,42.0000,45.5350,2.5094
10.0000,42.0000,47.9820,2.5085
10.0000,42.0000,50.4130,2.5076
10.0000,42.0000,52.8520,2.5068
10.0000,42.0000,55.2910,2.5059
10.0000,42.0000,57.7300,2.5051
10.0000,43.0000,0.1790,2.5045
10.0000,43.0000,2.6190,2.5036
10.0000,43.0000,5.0560,2.5029
10.0000,43.0000,7.5040,2.5021
10.0000,43.0000,9.9370,2.5014
10.0000,43.0000,12.3680,2.5007
10.0000,43.0000,14.8040,2.5001
10.0000,43.0000,17.2440,2.4995
10.0000,43.0000,19.6870,2.4990
10.0000,43.0000,22.1230,2.4985
10.0000,43.0000,24.5660,2.4980
10.0000,43.0000,27.0090,2.4976
10.0000,43.0000,29.4460,2.4972
10.0000,43.0000,31.8770,2.4968
10.0000,43.0000,34.3250,2.4964
10.0000,43.0000,36.7550,2.4960
10.0000,43.0000,39.2030,2.4955
10.0000,43.0000,41.6400,2.4952
10.0000,43.0000,44.0690,2.4948
10.0000,43.0000,46.5150,2.4946
10.0000,43.0000,48.9480,2.4944
10.0000,43.0000,51.3880,2.4942
10.0000,43.0000,53.8330,2.4939
10.0000,43.0000,56.2740,2.4937
10.0000,43.0000,58.7120,2.4934
10.0000,44.0000,1.1600,2.4933
10.0000,44.0000,3.6010,2.4930
10.0000,44.0000,6.0410,2.4929
10.0000,44.0000,8.4690,2.4928
10.0000,44.0000,10.9120,2.4924
10.0000,44.0000,13.3470,2.4924
10.0000,44.0000,15.7800,2.4922
10.0000,44.0000,18.2090,2.4922
10.0000,44.0000,20.6390,2.4919
10.0000,44.0000,23.0770,2.4918
10.0000,44.0000,25.5210,2.4918
10.0000,44.0000,27.9520,2.4917
10.0000,44.0000,30.3910,2.4916
10.0000,44.0000,32.8360,2.4916
10.0000,44.0000,35.2690,2.4914
10.0000,44.0000,37.7050,2.4913
10.0000,44.0000,40.1480,2.4913
10.0000,44.0000,42.5940,2.4912
10.0000,44.0000,45.0360,2.4912
10.0000,44.0000,47.4860,2.4911
10.0000,44.0000,49.9200,2.4909
10.0000,44.0000,52.3570,2.4909
10.0000,44.0000,54.7940,2.4908
10.0000,44.0000,57.2440,2.4908
10.0000,44.0000,59.6740,2.4907
10.0000,45.0000,2.1090,2.4906
10.0000,45.0000,4.5460,2.4905
10.0000,45.0000,6.9890,2.4906
10.0000,45.0000,9.4330,2.4906
10.0000,45.0000,11.8680,2.4906
10.0000,45.0000,14.3140,2.4906
10.0000,45.0000,16.7660,2.4906
10.0000,45.0000,19.2080,2.4906
10.0000,45.0000,21.6510,2.4907
